problem,data_mse_mean,data_mse_std,physics_residual_mean,physics_residual_std
allen_cahn,0.05944697558879852,0.013810918213424339,0.005366987500650187,0.0020279102556858444
burgers,0.018811555951833724,0.002181674135113676,0.015907132661280535,0.010758459827752647
kuramoto_sivashinsky,0.0002699589880649,7.832129800537261e-05,0.01266629505121576,0.004373375760694975
