model,data_mse_mean,data_mse_std,physics_residual_mean,physics_residual_std
tapinn_ao,195.24309794108072,48.201782294622696,14.900627056757608,8.364715452626342
tapinn_joint,180.60890197753906,45.310017203559205,29.835920651753742,7.49807672597487
standard_pinn,138.8188680013021,37.34513698200932,127.41059875488281,11.698543870454579
